word_id;words;sent_id;label
4;control;1610;I-Entity
5;servers;1610;I-Entity
6;for;1610;I-Entity
7;Logger;1610;I-Entity
8;Module;1610;I-Entity
9;have;1610;O
10;been;1610;B-Action
11;observed;1610;I-Action
12;:;1610;O
13;WndTest;1610;O
14;is;1610;O
15;the;1610;O
16;evolution;1610;O
17;of;1610;O
18;the;1610;O
19;PVZ;1610;O
20;tool;1610;O
21;chain;1610;O
22;into;1610;O
23;a;1610;O
24;single;1610;O
25;executable;1610;O
26;.;1610;O
;;;
0;The;1611;B-Entity
1;tool;1611;I-Entity
2;chain;1611;I-Entity
3;is;1611;B-Action
4;minimized;1611;I-Action
5;down;1611;I-Action
6;to;1611;B-Modifier
7;a;1611;B-Entity
8;command;1611;I-Entity
9;and;1611;I-Entity
10;control;1611;I-Entity
11;communications;1611;I-Entity
12;,;1611;O
13;keystroke;1611;B-Entity
14;logging;1611;I-Entity
15;,;1611;O
16;and;1611;O
17;clipboard;1611;B-Entity
18;monitoring;1611;I-Entity
19;.;1611;O
;;;
0;The;1612;B-Entity
1;command;1612;I-Entity
2;and;1612;I-Entity
3;control;1612;I-Entity
4;still;1612;O
5;supports;1612;O
6;upgrading;1612;B-Action
7;,;1612;O
8;downloading;1612;B-Action
9;,;1612;O
10;and;1612;O
11;executing;1612;B-Action
12;of;1612;O
13;applications;1612;B-Entity
14;,;1612;O
15;as;1612;O
16;well;1612;O
17;as;1612;O
18;executing;1612;B-Action
19;batch;1612;B-Entity
20;scripts;1612;I-Entity
21;.;1612;O
;;;
0;WndTest;1613;B-Entity
1;installs;1613;B-Action
2;as;1613;B-Modifier
3;a;1613;B-Entity
4;service;1613;I-Entity
5;and;1613;O
6;has;1613;O
7;been;1613;O
8;observed;1613;O
9;attempting;1613;O
10;to;1613;O
11;impersonate;1613;B-Action
12;Adobe;1613;B-Entity
13;Report;1613;I-Entity
14;Service;1613;I-Entity
15;.;1613;O
;;;
0;WndTest;1614;B-Entity
1;starts;1614;O
2;using;1614;B-Action
3;PHP;1614;B-Entity
4;servers;1614;I-Entity
5;for;1614;B-Modifier
6;its;1614;B-Entity
7;command;1614;I-Entity
8;and;1614;I-Entity
9;control;1614;I-Entity
10;server;1614;I-Entity
11;,;1614;O
12;some;1614;O
13;of;1614;O
14;which;1614;O
15;are;1614;O
16;listed;1614;O
17;as;1614;O
18;defaced;1614;O
19;sites;1614;O
20;.;1614;O
;;;
0;We;1615;O
1;have;1615;O
2;seen;1615;O
3;wndTest;1615;B-Entity
4;communicate;1615;B-Action
5;with;1615;B-Modifier
6;the;1615;B-Entity
7;following;1615;I-Entity
8;servers;1615;I-Entity
9;:;1615;O
10;Csext;1615;B-Entity
11;is;1615;B-Action
12;a;1615;B-Entity
13;backdoor;1615;I-Entity
14;application;1615;I-Entity
15;developed;1615;I-Entity
16;in;1615;I-Entity
17;C;1615;I-Entity
18;#;1615;I-Entity
19;which;1615;O
20;runs;1615;B-Action
21;as;1615;B-Modifier
22;a;1615;B-Entity
23;service;1615;I-Entity
24;.;1615;O
;;;
0;Its;1616;O
1;primary;1616;O
2;functionality;1616;O
3;is;1616;O
4;based;1616;O
5;on;1616;O
6;commands;1616;O
7;supplied;1616;O
8;by;1616;O
9;its;1616;O
10;configuration;1616;O
11;file;1616;O
12;.;1616;O
;;;
0;The;1617;O
1;configuration;1617;O
2;file;1617;O
3;is;1617;O
4;able;1617;O
5;to;1617;O
6;store;1617;O
7;specific;1617;O
8;commands;1617;O
9;,;1617;O
10;which;1617;O
11;are;1617;O
12;intended;1617;O
13;to;1617;O
14;run;1617;O
15;at;1617;O
16;particular;1617;O
17;times;1617;O
18;.;1617;O
;;;
0;A;1618;O
1;recovered;1618;O
2;configuration;1618;O
3;is;1618;O
4;as;1618;O
5;follows;1618;O
6;:;1618;O
7;This;1618;B-Entity
8;configuration;1618;I-Entity
9;executes;1618;B-Action
10;zhCat;1618;B-Entity
11;to;1618;O
12;connect;1618;B-Action
13;back;1618;B-Modifier
14;to;1618;I-Modifier
15;srv01.microsoftwindowsupdate;1618;B-Entity
16;(;1618;I-Entity
17;dot;1618;I-Entity
18;);1618;I-Entity
19;net;1618;I-Entity
20;(;1618;I-Entity
21;a;1618;I-Entity
22;deceptive;1618;I-Entity
23;domain;1618;I-Entity
24;owned;1618;I-Entity
25;by;1618;I-Entity
26;this;1618;I-Entity
27;group;1618;I-Entity
28;with;1618;I-Entity
29;falsified;1618;I-Entity
30;Whois;1618;I-Entity
31;data;1618;I-Entity
32;attributing;1618;I-Entity
33;to;1618;I-Entity
34;Microsoft;1618;I-Entity
35;Investor;1618;I-Entity
36;Relations;1618;I-Entity
37;);1618;I-Entity
38;with;1618;B-Modifier
39;XORed;1618;B-Entity
40;communication;1618;I-Entity
41;using;1618;B-Modifier
42;the;1618;B-Entity
43;HTTP;1618;I-Entity
44;protocol;1618;I-Entity
45;on;1618;B-Modifier
46;TCP;1618;B-Entity
47;port;1618;I-Entity
48;443;1618;I-Entity
49;.;1618;O
;;;
0;This;1619;B-Entity
1;zhCat;1619;I-Entity
2;instance;1619;I-Entity
3;is;1619;B-Action
4;running;1619;I-Action
5;cmd.exe;1619;B-Entity
6;,;1619;O
7;effectively;1619;O
8;making;1619;B-Action
9;it;1619;B-Entity
10;a;1619;B-Entity
11;reverse;1619;I-Entity
12;connecting;1619;I-Entity
13;shell;1619;I-Entity
14;.;1619;O
;;;
0;This;1620;B-Entity
1;command;1620;I-Entity
2;runs;1620;O
3;at;1620;O
4;00:29;1620;O
5;in;1620;O
6;the;1620;O
7;morning;1620;O
8;,;1620;O
9;and;1620;O
10;is;1620;B-Action
11;killed;1620;I-Action
12;by;1620;O
13;taskkill;1620;B-Entity
14;at;1620;B-Modifier
15;00:35;1620;B-Entity
16;.;1620;O
;;;
0;This;1621;O
1;gives;1621;O
2;the;1621;B-Entity
3;attackers;1621;I-Entity
4;a;1621;O
5;predictable;1621;O
6;method;1621;O
7;to;1621;O
8;regain;1621;B-Action
9;access;1621;B-Entity
10;to;1621;I-Entity
11;a;1621;I-Entity
12;compromised;1621;I-Entity
13;network;1621;I-Entity
14;if;1621;B-Modifier
15;they;1621;B-Entity
16;ever;1621;I-Entity
17;lose;1621;I-Entity
18;access;1621;I-Entity
19;.;1621;O
;;;
0;Csext;1622;B-Entity
1;also;1622;O
2;has;1622;B-Action
3;email;1622;B-Entity
4;functionality;1622;I-Entity
5;similar;1622;I-Entity
6;to;1622;I-Entity
7;TinyZBot;1622;I-Entity
8;.;1622;O
;;;
0;This;1623;B-Entity
1;email;1623;I-Entity
2;functionality;1623;I-Entity
3;is;1623;O
4;used;1623;O
5;to;1623;O
6;exfiltrate;1623;B-Action
7;the;1623;B-Entity
8;results;1623;I-Entity
9;of;1623;I-Entity
10;commands;1623;I-Entity
11;from;1623;I-Entity
12;the;1623;I-Entity
13;command;1623;I-Entity
14;file;1623;I-Entity
15;which;1623;I-Entity
16;can;1623;I-Entity
17;also;1623;I-Entity
18;include;1623;I-Entity
19;requests;1623;I-Entity
20;like;1623;I-Entity
21;gathering;1623;I-Entity
22;user;1623;I-Entity
23;information;1623;I-Entity
24;.;1623;O
;;;
0;We;1624;O
1;have;1624;O
2;seen;1624;O
3;Csext;1624;B-Entity
4;configured;1624;O
5;to;1624;O
6;communicate;1624;B-Action
7;with;1624;B-Modifier
8;the;1624;B-Entity
9;following;1624;I-Entity
10;servers;1624;I-Entity
11;:;1624;O
12;If;1624;O
13;after;1624;O
14;reviewing;1624;O
15;the;1624;O
16;Indicators;1624;O
17;of;1624;O
18;Compromise;1624;O
19;(;1624;O
20;IOC;1624;O
21;);1624;O
22;listed;1624;O
23;in;1624;O
24;Appendix;1624;O
25;A;1624;O
26;,;1624;O
27;you;1624;O
28;believe;1624;O
29;your;1624;O
30;organization;1624;O
31;to;1624;O
32;be;1624;O
33;a;1624;O
34;victim;1624;O
35;of;1624;O
36;Operation;1624;O
37;Cleaver;1624;O
38;,;1624;O
39;we;1624;O
40;recommend;1624;O
41;you;1624;O
42;consider;1624;O
43;the;1624;O
44;following;1624;O
45;course;1624;O
46;of;1624;O
47;action;1624;O
48;:;1624;O
49;1;1624;O
50;.;1624;O
;;;
0;If;1625;O
1;inside;1625;O
2;the;1625;O
3;United;1625;O
4;States;1625;O
5;,;1625;O
6;contact;1625;O
7;the;1625;O
8;Federal;1625;O
9;Bureau;1625;O
10;of;1625;O
11;Investigation;1625;O
12;(;1625;O
13;FBI;1625;O
14;);1625;O
15;via;1625;O
16;either;1625;O
17;your;1625;O
18;local;1625;O
19;FBI;1625;O
20;team;1625;O
21;or;1625;O
22;FBI;1625;O
23;CYWATCH;1625;O
24;at;1625;O
25;1-855-292-3937;1625;O
26;or;1625;O
27;cywatch;1625;O
28;@;1625;O
29;ic.fbi.gov;1625;O
30;.;1625;O
;;;
0;2;1626;O
1;.;1626;O
;;;
0;If;1627;O
1;outside;1627;O
2;the;1627;O
3;United;1627;O
4;States;1627;O
5;,;1627;O
6;contact;1627;O
7;your;1627;O
8;local;1627;O
9;,;1627;O
10;district;1627;O
11;,;1627;O
12;state;1627;O
13;or;1627;O
14;federal;1627;O
15;law;1627;O
16;enforcement;1627;O
17;authorities;1627;O
18;.;1627;O
;;;
0;3;1628;O
1;.;1628;O
;;;
0;If;1629;O
1;you;1629;O
2;have;1629;O
3;visibility;1629;O
4;into;1629;O
5;the;1629;O
6;attacks;1629;O
7;on;1629;O
8;your;1629;O
9;company;1629;O
10;and;1629;O
11;the;1629;O
12;tools;1629;O
13;and;1629;O
14;expertise;1629;O
15;to;1629;O
16;track;1629;O
17;them;1629;O
18;down;1629;O
19;,;1629;O
20;leverage;1629;O
21;the;1629;O
22;IOCs;1629;O
23;in;1629;O
24;Appendix;1629;O
25;A;1629;O
26;to;1629;O
27;identify;1629;O
28;their;1629;O
29;presence;1629;O
30;in;1629;O
31;your;1629;O
32;network;1629;O
33;,;1629;O
34;prevent;1629;O
35;them;1629;O
36;from;1629;O
37;expanding;1629;O
38;the;1629;O
39;scope;1629;O
40;of;1629;O
41;the;1629;O
42;compromise;1629;O
43;,;1629;O
44;and;1629;O
45;remove;1629;O
46;their;1629;O
47;access;1629;O
48;immediately;1629;O
49;.;1629;O
;;;
0;4;1630;O
1;.;1630;O
;;;
0;If;1631;O
1;you;1631;O
2;do;1631;O
3;NOT;1631;O
4;have;1631;O
5;visibility;1631;O
6;into;1631;O
7;the;1631;O
8;attacks;1631;O
9;,;1631;O
10;need;1631;O
11;help;1631;O
12;identifying;1631;O
13;an;1631;O
14;existing;1631;O
15;successful;1631;O
16;compromise;1631;O
17;in;1631;O
18;your;1631;O
19;organization;1631;O
20;,;1631;O
21;or;1631;O
22;more;1631;O
23;importantly;1631;O
24;wish;1631;O
25;to;1631;O
26;prevent;1631;O
27;this;1631;O
28;attack;1631;O
29;or;1631;O
30;attacks;1631;O
31;similar;1631;O
32;to;1631;O
33;Operation;1631;O
34;Cleaver;1631;O
35;,;1631;O
36;please;1631;O
37;contact;1631;O
38;your;1631;O
39;security;1631;O
40;provider;1631;O
41;.;1631;O
;;;
0;5;1632;O
1;.;1632;O
;;;
0;If;1633;O
1;you;1633;O
2;wish;1633;O
3;to;1633;O
4;contact;1633;O
5;Cylance;1633;O
6;for;1633;O
7;additional;1633;O
8;details;1633;O
9;not;1633;O
10;available;1633;O
11;in;1633;O
12;this;1633;O
13;report;1633;O
14;,;1633;O
15;please;1633;O
16;email;1633;O
17;opcleaver;1633;O
18;@;1633;O
19;cylance.com;1633;O
20;.;1633;O
;;;
0;6;1634;O
1;.;1634;O
;;;
0;If;1635;O
1;you;1635;O
2;would;1635;O
3;like;1635;O
4;to;1635;O
5;learn;1635;O
6;more;1635;O
7;about;1635;O
8;Cylance;1635;O
9;products;1635;O
10;and;1635;O
11;professional;1635;O
12;services;1635;O
13;,;1635;O
14;or;1635;O
15;discuss;1635;O
16;how;1635;O
17;Cylance;1635;O
18;can;1635;O
19;mitigate;1635;O
20;Operation;1635;O
21;Cleaver;1635;O
22;'s;1635;O
23;impact;1635;O
24;to;1635;O
25;your;1635;O
26;organization;1635;O
27;,;1635;O
28;please;1635;O
29;contact;1635;O
30;us;1635;O
31;directly;1635;O
32;.;1635;O
;;;
0;Iran;1636;O
1;in;1636;O
2;2014;1636;O
3;can;1636;O
4;probably;1636;O
5;be;1636;O
6;best;1636;O
7;described;1636;O
8;as;1636;O
9;galvanizing;1636;O
10;.;1636;O
;;;
0;They;1637;O
1;have;1637;O
2;long;1637;O
3;been;1637;O
4;an;1637;O
5;'';1637;O
6;enemy;1637;O
7;'';1637;O
8;of;1637;O
9;the;1637;O
10;west;1637;O
11;,;1637;O
12;and;1637;O
13;the;1637;O
14;United;1637;O
15;States;1637;O
16;in;1637;O
17;particular;1637;O
18;,;1637;O
19;but;1637;O
20;today;1637;O
21;'s;1637;O
22;headlines;1637;O
23;include;1637;O
24;a;1637;O
25;variety;1637;O
26;of;1637;O
27;topics;1637;O
28;from;1637;O
29;nuclear;1637;O
30;talks;1637;O
31;to;1637;O
32;human;1637;O
33;rights;1637;O
34;to;1637;O
35;terrorism;1637;O
36;to;1637;O
37;cyber;1637;O
38;hacking;1637;O
39;.;1637;O
;;;
0;Iran;1638;O
1;continues;1638;O
2;to;1638;O
3;be;1638;O
4;extremely;1638;O
5;active;1638;O
6;on;1638;O
7;the;1638;O
8;global;1638;O
9;stage;1638;O
10;–;1638;O
11;and;1638;O
12;thereby;1638;O
13;on;1638;O
14;the;1638;O
15;radar;1638;O
16;of;1638;O
17;every;1638;O
18;superpower;1638;O
19;.;1638;O
;;;
0;Iran;1639;O
1;'s;1639;O
2;cyber;1639;O
3;sophistication;1639;O
4;has;1639;O
5;grown;1639;O
6;rapidly;1639;O
7;since;1639;O
8;the;1639;O
9;dawn;1639;O
10;of;1639;O
11;Stuxnet;1639;O
12;and;1639;O
13;they;1639;O
14;have;1639;O
15;used;1639;O
16;hard;1639;O
17;dollars;1639;O
18;combined;1639;O
19;with;1639;O
20;national;1639;O
21;pride;1639;O
22;to;1639;O
23;help;1639;O
24;build;1639;O
25;their;1639;O
26;cyber;1639;O
27;army;1639;O
28;.;1639;O
;;;
0;Few;1640;O
1;doubt;1640;O
2;their;1640;O
3;commitment;1640;O
4;as;1640;O
5;a;1640;O
6;government;1640;O
7;and;1640;O
8;nation;1640;O
9;state;1640;O
10;to;1640;O
11;funding;1640;O
12;and;1640;O
13;recruiting;1640;O
14;cyber;1640;O
15;warriors;1640;O
16;to;1640;O
17;infiltrate;1640;O
18;and;1640;O
19;damage;1640;O
20;their;1640;O
21;enemies;1640;O
22;.;1640;O
;;;
0;And;1641;O
1;it;1641;O
2;has;1641;O
3;been;1641;O
4;commonly;1641;O
5;postulated;1641;O
6;that;1641;O
7;almost;1641;O
8;all;1641;O
9;activity;1641;O
10;since;1641;O
11;2010;1641;O
12;coming;1641;O
13;out;1641;O
14;of;1641;O
15;Iran;1641;O
16;is;1641;O
17;associated;1641;O
18;with;1641;O
19;retaliation;1641;O
20;for;1641;O
21;Stuxnet/Duqu/Flame;1641;O
22;,;1641;O
23;which;1641;O
24;seems;1641;O
25;natural;1641;O
26;given;1641;O
27;the;1641;O
28;severity;1641;O
29;of;1641;O
30;the;1641;O
31;impact;1641;O
32;.;1641;O
;;;
0;But;1642;O
1;they;1642;O
2;do;1642;O
3;n't;1642;O
4;need;1642;O
5;Stuxnet;1642;O
6;as;1642;O
7;motivation;1642;O
8;to;1642;O
9;want;1642;O
10;to;1642;O
11;hack;1642;O
12;the;1642;O
13;world;1642;O
14;.;1642;O
;;;
0;They;1643;O
1;have;1643;O
2;long;1643;O
3;desired;1643;O
4;power;1643;O
5;on;1643;O
6;the;1643;O
7;political;1643;O
8;stage;1643;O
9;,;1643;O
10;in;1643;O
11;particular;1643;O
12;in;1643;O
13;the;1643;O
14;fight;1643;O
15;for;1643;O
16;nuclear;1643;O
17;power;1643;O
18;autonomy;1643;O
19;.;1643;O
;;;
0;With;1644;O
1;the;1644;O
2;deadlines;1644;O
3;around;1644;O
4;the;1644;O
5;Iranian;1644;O
6;nuclear;1644;O
7;discussions;1644;O
8;pushed;1644;O
9;to;1644;O
10;2015;1644;O
11;,;1644;O
12;the;1644;O
13;attacks;1644;O
14;may;1644;O
15;be;1644;O
16;tied;1644;O
17;to;1644;O
18;negotiating;1644;O
19;power;1644;O
20;when;1644;O
21;discussing;1644;O
22;a;1644;O
23;pact;1644;O
24;with;1644;O
25;the;1644;O
26;nuclear;1644;O
27;superpowers;1644;O
28;of;1644;O
29;United;1644;O
30;States;1644;O
31;,;1644;O
32;Britain;1644;O
33;,;1644;O
34;France;1644;O
35;,;1644;O
36;Germany;1644;O
37;,;1644;O
38;Russia;1644;O
39;and;1644;O
40;China;1644;O
41;.;1644;O
;;;
0;The;1645;O
1;inner;1645;O
2;workings;1645;O
3;of;1645;O
4;the;1645;O
5;Iranian;1645;O
6;government;1645;O
7;remain;1645;O
8;largely;1645;O
9;a;1645;O
10;mystery;1645;O
11;to;1645;O
12;the;1645;O
13;western;1645;O
14;world;1645;O
15;.;1645;O
;;;
0;However;1646;O
1;,;1646;O
2;Iran;1646;O
3;'s;1646;O
4;control;1646;O
5;over;1646;O
6;its;1646;O
7;people;1646;O
8;and;1646;O
9;the;1646;O
10;private;1646;O
11;businesses;1646;O
12;birthed;1646;O
13;inside;1646;O
14;has;1646;O
15;been;1646;O
16;well;1646;O
17;reported;1646;O
18;.;1646;O
;;;
0;In;1647;O
1;a;1647;O
2;2014;1647;O
3;Reuters;1647;O
4;article;1647;O
5;,;1647;O
6;the;1647;O
7;reporters;1647;O
8;detail;1647;O
9;how;1647;O
10;the;1647;O
11;secret;1647;O
12;Iranian;1647;O
13;organization;1647;O
14;called;1647;O
15;'';1647;O
16;Setad;1647;O
17;Ejraiye;1647;O
18;Farmane;1647;O
19;Hazrate;1647;O
20;Emam;1647;O
21;'';1647;O
22;has;1647;O
23;become;1647;O
24;one;1647;O
25;of;1647;O
26;the;1647;O
27;most;1647;O
28;powerful;1647;O
29;organizations;1647;O
30;in;1647;O
31;the;1647;O
32;country;1647;O
33;,;1647;O
34;capable;1647;O
35;of;1647;O
36;taking;1647;O
37;over;1647;O
38;properties;1647;O
39;and;1647;O
40;businesses;1647;O
41;,;1647;O
42;buying;1647;O
43;controlling;1647;O
44;interests;1647;O
45;in;1647;O
46;numerous;1647;O
47;sectors;1647;O
48;including;1647;O
49;finance;1647;O
50;,;1647;O
51;oil;1647;O
52;,;1647;O
53;telecommunications;1647;O
54;and;1647;O
55;many;1647;O
56;others;1647;O
57;totaling;1647;O
58;in;1647;O
59;upwards;1647;O
60;of;1647;O
61;$;1647;O
62;95B;1647;O
63;.;1647;O
;;;
0;Even;1648;O
1;the;1648;O
2;US;1648;O
3;Treasury;1648;O
4;has;1648;O
5;documented;1648;O
6;an;1648;O
7;extensive;1648;O
8;fronting;1648;O
9;of;1648;O
10;companies;1648;O
11;in;1648;O
12;its;1648;O
13;report;1648;O
14;of;1648;O
15;Execution;1648;O
16;of;1648;O
17;Imam;1648;O
18;Khomeini;1648;O
19;'s;1648;O
20;Order;1648;O
21;(;1648;O
22;EIKO;1648;O
23;);1648;O
24;,;1648;O
25;which;1648;O
26;through;1648;O
27;its;1648;O
28;two;1648;O
29;main;1648;O
30;subsidiaries;1648;O
31;controls;1648;O
32;37;1648;O
33;private;1648;O
34;businesses;1648;O
35;that;1648;O
36;are;1648;O
37;purely;1648;O
38;front;1648;O
39;companies;1648;O
40;for;1648;O
41;the;1648;O
42;Iranian;1648;O
43;government;1648;O
44;.;1648;O
;;;
0;The;1649;O
1;history;1649;O
2;of;1649;O
3;Iran;1649;O
4;controlling;1649;O
5;the;1649;O
6;usage;1649;O
7;of;1649;O
8;the;1649;O
9;Internet;1649;O
10;and;1649;O
11;the;1649;O
12;very;1649;O
13;Internet;1649;O
14;on-ramps;1649;O
15;into;1649;O
16;Iran;1649;O
17;is;1649;O
18;well;1649;O
19;known;1649;O
20;,;1649;O
21;.;1649;O
;;;
0;They;1650;O
1;have;1650;O
2;controlled;1650;O
3;much;1650;O
4;of;1650;O
5;the;1650;O
6;country;1650;O
7;'s;1650;O
8;Internet;1650;O
9;access;1650;O
10;to;1650;O
11;date;1650;O
12;and;1650;O
13;have;1650;O
14;taken;1650;O
15;over;1650;O
16;controlling;1650;O
17;interests;1650;O
18;in;1650;O
19;those;1650;O
20;companies;1650;O
21;to;1650;O
22;carry;1650;O
23;out;1650;O
24;their;1650;O
25;work;1650;O
26;.;1650;O
;;;
0;Given;1651;O
1;Operation;1651;O
2;Cleaver's;1651;O
3;frequent;1651;O
4;spin-up;1651;O
5;and;1651;O
6;take-down;1651;O
7;of;1651;O
8;large;1651;O
9;IP;1651;O
10;blocks;1651;O
11;inside;1651;O
12;the;1651;O
13;AFRANET;1651;O
14;IP;1651;O
15;space;1651;O
16;inside;1651;O
17;Iran;1651;O
18;,;1651;O
19;and;1651;O
20;Iran;1651;O
21;'s;1651;O
22;well;1651;O
23;recorded;1651;O
24;investment;1651;O
25;in;1651;O
26;cyber;1651;O
27;warfare;1651;O
28;leads;1651;O
29;us;1651;O
30;to;1651;O
31;one;1651;O
32;simple;1651;O
33;conclusion;1651;O
34;:;1651;O
35;Iran;1651;O
36;is;1651;O
37;extremely;1651;O
38;active;1651;O
39;in;1651;O
40;the;1651;O
41;world;1651;O
42;of;1651;O
43;hacking;1651;O
44;.;1651;O
;;;
0;Operation;1652;O
1;Cleaver;1652;O
2;'s;1652;O
3;intense;1652;O
4;focus;1652;O
5;on;1652;O
6;critical;1652;O
7;infrastructure;1652;O
8;companies;1652;O
9;,;1652;O
10;especially;1652;O
11;in;1652;O
12;South;1652;O
13;Korea;1652;O
14;,;1652;O
15;hints;1652;O
16;at;1652;O
17;information;1652;O
18;sharing;1652;O
19;or;1652;O
20;joint;1652;O
21;operations;1652;O
22;with;1652;O
23;Iran;1652;O
24;'s;1652;O
25;partner;1652;O
26;,;1652;O
27;North;1652;O
28;Korea;1652;O
29;.;1652;O
;;;
0;In;1653;O
1;September;1653;O
2;,;1653;O
3;2012;1653;O
4;,;1653;O
5;Iran;1653;O
6;signed;1653;O
7;an;1653;O
8;extensive;1653;O
9;agreement;1653;O
10;for;1653;O
11;technology;1653;O
12;cooperation;1653;O
13;agreement;1653;O
14;with;1653;O
15;North;1653;O
16;Korea;1653;O
17;,;1653;O
18;which;1653;O
19;allows;1653;O
20;for;1653;O
21;collaboration;1653;O
22;on;1653;O
23;a;1653;O
24;variety;1653;O
25;of;1653;O
26;efforts;1653;O
27;including;1653;O
28;IT;1653;O
29;and;1653;O
30;security;1653;O
31;.;1653;O
;;;
0;Operation;1654;O
1;Cleaver;1654;O
2;'s;1654;O
3;carefully;1654;O
4;selected;1654;O
5;targets;1654;O
6;like;1654;O
7;the;1654;O
8;oil;1654;O
9;and;1654;O
10;gas;1654;O
11;industry;1654;O
12;,;1654;O
13;energy;1654;O
14;and;1654;O
15;utility;1654;O
16;companies;1654;O
17;,;1654;O
18;as;1654;O
19;well;1654;O
20;as;1654;O
21;airlines;1654;O
22;and;1654;O
23;airports;1654;O
24;,;1654;O
25;indicates;1654;O
26;Iran;1654;O
27;'s;1654;O
28;desire;1654;O
29;to;1654;O
30;gain;1654;O
31;deep;1654;O
32;access;1654;O
33;into;1654;O
34;the;1654;O
35;world;1654;O
36;'s;1654;O
37;most;1654;O
38;critical;1654;O
39;environments;1654;O
40;.;1654;O
;;;
0;The;1655;O
1;end;1655;O
2;goal;1655;O
3;of;1655;O
4;this;1655;O
5;operation;1655;O
6;is;1655;O
7;not;1655;O
8;known;1655;O
9;at;1655;O
10;this;1655;O
11;time;1655;O
12;.;1655;O
;;;
0;University;1656;O
1;student;1656;O
2;recruitment;1656;O
3;was;1656;O
4;hinted;1656;O
5;at;1656;O
6;within;1656;O
7;Operation;1656;O
8;Cleaver;1656;O
9;and;1656;O
10;is;1656;O
11;consistent;1656;O
12;with;1656;O
13;Iran;1656;O
14;'s;1656;O
15;reported;1656;O
16;history;1656;O
17;of;1656;O
18;active;1656;O
19;warrior;1656;O
20;recruitment;1656;O
21;in;1656;O
22;the;1656;O
23;educational;1656;O
24;space;1656;O
25;.;1656;O
;;;
0;Overall;1657;O
1;,;1657;O
2;there;1657;O
3;are;1657;O
4;many;1657;O
5;reasons;1657;O
6;that;1657;O
7;Iran;1657;O
8;may;1657;O
9;be;1657;O
10;pursuing;1657;O
11;the;1657;O
12;targets;1657;O
13;they;1657;O
14;did;1657;O
15;in;1657;O
16;Operation;1657;O
17;Cleaver;1657;O
18;.;1657;O
;;;
0;While;1658;O
1;we;1658;O
2;may;1658;O
3;never;1658;O
4;truly;1658;O
5;know;1658;O
6;,;1658;O
7;it;1658;O
8;is;1658;O
9;important;1658;O
10;to;1658;O
11;consider;1658;O
12;all;1658;O
13;the;1658;O
14;above;1658;O
15;and;1658;O
16;more;1658;O
17;when;1658;O
18;trying;1658;O
19;to;1658;O
20;understand;1658;O
21;the;1658;O
22;why;1658;O
23;.;1658;O
;;;
0;After;1659;O
1;tracking;1659;O
2;the;1659;O
3;Operation;1659;O
4;Cleaver;1659;O
5;team;1659;O
6;for;1659;O
7;over;1659;O
8;two;1659;O
9;years;1659;O
10;,;1659;O
11;we;1659;O
12;'re;1659;O
13;led;1659;O
14;to;1659;O
15;the;1659;O
16;inexorable;1659;O
17;conclusion;1659;O
18;:;1659;O
19;the;1659;O
20;government;1659;O
21;of;1659;O
22;Iran;1659;O
23;,;1659;O
24;and;1659;O
25;particularly;1659;O
26;the;1659;O
27;Islamic;1659;O
28;Revolutionary;1659;O
29;Guard;1659;O
30;Corps;1659;O
31;(;1659;O
32;IRGC;1659;O
33;);1659;O
34;,;1659;O
35;is;1659;O
36;backing;1659;O
37;numerous;1659;O
38;groups;1659;O
39;and;1659;O
40;front;1659;O
41;entities;1659;O
42;to;1659;O
43;attack;1659;O
44;the;1659;O
45;world;1659;O
46;'s;1659;O
47;critical;1659;O
48;infrastructure;1659;O
49;.;1659;O
;;;
0;As;1660;O
1;security;1660;O
2;experts;1660;O
3;in;1660;O
4;Critical;1660;O
5;Infrastructure;1660;O
6;and;1660;O
7;Key;1660;O
8;Resources;1660;O
9;(;1660;O
10;CIKR;1660;O
11;);1660;O
12;,;1660;O
13;Industrial;1660;O
14;Control;1660;O
15;Systems;1660;O
16;(;1660;O
17;ICS;1660;O
18;);1660;O
19;,;1660;O
20;Supervisory;1660;O
21;Control;1660;O
22;and;1660;O
23;Data;1660;O
24;Acquisition;1660;O
25;(;1660;O
26;SCADA;1660;O
27;);1660;O
28;systems;1660;O
29;,;1660;O
30;Building;1660;O
31;Management;1660;O
32;Systems;1660;O
33;(;1660;O
34;BMS;1660;O
35;);1660;O
36;,;1660;O
37;embedded;1660;O
38;systems;1660;O
39;and;1660;O
40;fixed-function;1660;O
41;systems;1660;O
42;,;1660;O
43;we;1660;O
44;know;1660;O
45;how;1660;O
46;easy;1660;O
47;they;1660;O
48;are;1660;O
49;to;1660;O
50;hack;1660;O
51;.;1660;O
;;;
0;We;1661;O
1;have;1661;O
2;worked;1661;O
3;with;1661;O
4;countless;1661;O
5;customers;1661;O
6;and;1661;O
7;vendors;1661;O
8;throughout;1661;O
9;the;1661;O
10;years;1661;O
11;to;1661;O
12;notify;1661;O
13;them;1661;O
14;of;1661;O
15;vulnerabilities;1661;O
16;,;1661;O
17;assist;1661;O
18;with;1661;O
19;remediatation;1661;O
20;efforts;1661;O
21;,;1661;O
22;and;1661;O
23;help;1661;O
24;mitigate;1661;O
25;threats;1661;O
26;to;1661;O
27;their;1661;O
28;environments;1661;O
29;.;1661;O
;;;
0;Unfortunately;1662;O
1;,;1662;O
